interaction,name,adj_pval,lfc,expected_lfc_single,expected_lfc_abs_single,diff_magnitude_1,diff_magnitude_2
IL4_IL6,Cyth1,8.404941344106502e-5,-0.16228114783809336,0.5937235045470619,0.9229062024719694,1.2733278143702496,1.175837097424884
IL6_TNF,Cd83,0.00118544046580408,-0.7127621323058354,4.053731552490712,4.053731552490712,1.175828646538742,1.175828646538742
IFNA_IL2,Dynll1,0.06284778399225258,-0.1660844194213481,0.9446035674318041,0.9446035674318041,1.1758244676895513,1.1758244676895513
IFNA_TNF,Esyt1,0.09781734139478504,0.09020190710412804,-0.20634151940143614,0.5130765104694905,1.4371486037603551,1.1758059573251343
IL2_TNF,Nipbl,0.09088096984660685,0.08487819763092795,-0.4828966608187354,0.4828966608187354,1.175768864268019,1.175768864268019
IFNA_IL2,Asap1,0.03956671656214564,0.21762213140935863,-1.2383472229654378,1.2383472229654378,1.1757359546446309,1.1757359546446309
IL2_IL21,Lax1,0.05265975682561147,-0.2115323434381367,0.6302249414436536,1.2038410341296133,1.335645782208461,1.1757145149908237
IL4_TNF,Rbm38,1.0581721667788756e-9,0.21590294661382853,-1.2288275661250219,1.2288275661250219,1.175698326246583,1.175698326246583
IFNA_IL21,Trib2,0.00422938010519062,-0.24434229201802765,1.3907841548895918,1.3907841548895918,1.175686709658714,1.175686709658714
IL4_TNF,Edf1,0.0107835137259882,-0.1309756935647123,0.7456217675452065,0.7456217675452065,1.1756596967332653,1.1756596967332653
IL2_TNF,Ap1m2,0.05171005121364225,-0.4715076377807783,2.047713227312302,2.68435551368281,1.230260581165288,1.1756502204634929
IL4_IFNA,Ypel3,0.00834979204923788,-0.12855775332811478,-0.7319280280148834,0.7319280280148834,1.1756426156773718,1.1756426156773718
IL4_IFNA,Ctss,7.200080789047858e-13,0.26078856865122024,0.3694845007711449,1.485196967912235,1.7058173431008141,1.1755919075284775
IFNA_TNF,Ifi203,1.228538951510792e-32,-0.4489672303059869,2.5569813411849993,2.5569813411849993,1.1755848676228193,1.1755848676228193
IL6_IL21,Cxcr4,0.01250744117662286,0.4853391201601101,-2.7641315788003467,2.7641315788003467,1.1755846660421103,1.1755846660421103
IL6_IL2,Arl4c,6.041562252187463e-9,-0.3524825288031012,2.0077410882408677,2.0077410882408677,1.1755617449219697,1.1755617449219697
IL6_TNF,Sfr1,0.01815891916064035,-0.12432306226952512,0.4565326808374909,0.7081605752700825,1.2723201809812594,1.1755577288697694
IL4_IL2,Als2cl,0.00741955261532929,0.14000714087380642,0.20127576887738463,0.7975321088437357,1.6955985892126813,1.1755504754244805
IL2_IL27,Coro1a,0.08028401991996277,-0.04230893714938422,0.24101434368501493,0.24101434368501493,1.175545307812378,1.175545307812378
IL6_IL2,Ehd3,0.00389622613876356,0.29294185631594266,-1.6688136415890678,1.6688136415890678,1.1755389871076314,1.1755389871076314
IL6_TNF,Washc1,6.176421831234246e-4,-0.2010531492409015,0.8712065990690032,1.1454461014036048,1.2307755123248065,1.1755238845324414
IL4_IL6,Batf,0.00410079721953195,-0.26290085583514006,1.4978110833323288,1.4978110833323288,1.1755233745835545,1.1755233745835545
IL4_TNF,Rcan3,0.03569534919232264,0.12664266511751718,-0.7215673067115936,0.7215673067115936,1.1755105364940481,1.1755105364940481
IL6_IL2,Rapgef4,0.00635564563739614,0.3122198195644615,-1.7789542633104358,1.7789542633104358,1.1755075023589732,1.1755075023589732
TNF_IL27,Kidins220,0.05609730031131561,0.13714390874462776,-0.7814637394845568,0.7814637394845568,1.1754961897977327,1.1754961897977327
IL6_IL2,Rgs3,0.06163080456775056,0.13928526141978198,-0.7939052554618866,0.7939052554618866,1.1754431784668653,1.1754431784668653
IL6_TNF,Cyb5a,0.04590442592508461,-0.08362694092286302,0.27018809923930814,0.47667318246013507,1.3095137837614153,1.1754387366439623
IL6_IL2,Epb41,0.06540517146402879,-0.1335581984533891,0.3176094134235935,0.7613655960882125,1.4205108312556953,1.1754192718184169
IL2_TNF,Dgka,2.1421270032702383e-5,-0.10611456866387443,-0.6049703949041113,0.6049703949041113,1.1754045645170683,1.1754045645170683
TNF_IL27,Selenop,3.468919677993231e-8,0.2386797332147789,-1.3607891377870107,1.3607891377870107,1.1753980294132365,1.1753980294132365
IL4_IL6,Igf2r,0.09772352002782206,0.2425288317173622,-1.383030145818879,1.383030145818879,1.1753604810788583,1.1753604810788583
IL4_TNF,Trib3,0.06244645703989481,0.3444164204862095,-1.9642941580980413,1.9642941580980413,1.1753385148890816,1.1753385148890816
IL4_IL27,Fam169b,0.01949865175935489,0.12060253992206092,-0.687916116705305,0.687916116705305,1.1753157645145356,1.1753157645145356
IL4_TNF,Cdc14b,0.05519917636133138,0.3401155750560701,-1.94068904839501,1.94068904839501,1.175255059710546,1.175255059710546
IL2_IL27,Paip2,0.01601454533480669,0.10045980308669096,-0.5732423134996947,0.5732423134996947,1.1752484084319859,1.1752484084319859
IL6_TNF,P2ry10,0.0704129028621403,0.15654648718272154,-0.7284498714865807,0.893569796114586,1.2149035826765266,1.1751922321719197
TNF_IL21,Tapbpl,0.00130831156303092,-0.24331010108943152,1.3892971512713113,1.3892971512713113,1.1751317929838008,1.1751317929838008
IFNA_IL6,Tap2,0.06213149736324966,-0.13975606711632274,0.6604351710411321,0.7980088806578364,1.2116120903979215,1.175130967215697
IL4_IL6,S1pr4,0.0718923450006954,0.09288851270697836,-0.5303950575762769,0.5303950575762769,1.1751308036908317,1.1751308036908317
TNF_IL27,Zbtb10,0.00672237279981815,-0.3934572734648164,2.2477544543246895,2.2477544543246895,1.1750445973793102,1.1750445973793102
IL2_TNF,Tbcel,0.03705758404012426,0.20635633036159007,-1.1790780987610072,1.1790780987610072,1.175014980414302,1.175014980414302
IL4_IL6,Il4ra,1.5385439673370523e-38,-0.637854934319877,3.6446657050986735,3.6446657050986735,1.175010545803297,1.175010545803297
IL6_IL2,Ncoa3,0.00129876509334416,-0.15342799761529827,0.8770221805242859,0.8770221805242859,1.1749419809697157,1.1749419809697157
IL2_TNF,Anxa6,1.999789386072867e-6,-0.16654624869480927,0.5584278167381851,0.9523361949537392,1.2982413191155435,1.1748817797510043
